name,ratings,no_of_reviews,current_price,original_price
"pTron Dynamo Surge 20000mAh 22.5W Fast Charging Power Bank, Supports VOOC/Wrap/Dash USB Charging, 20W PD Fast Charging, 3 Outputs, 1 Input & Multiple Layers of Protection (Black)",4.3,539,"1,399","₹3,999"
"Belkin 10000 mAh PD 3.0 Slim Fast Charging Power Bank with 1 USB-C and 2 USB-A Ports to Charge 3 Devices Simultaneously, for iPhones, Android Phones, Smart Watches & More - Blue",4.1,"4,525","1,489","₹3,499"
"pTron Dynamo Surge 20000mAh 22.5W Fast Charging Power Bank, Supports VOOC/Wrap/Dash USB Charging, 20W PD Fast Charging, 3 Outputs, 1 Input & Multiple Layers of Protection (Blue)",4.1,545,"1,399","₹3,999"
"pTron Dynamo Power 20000mAh 22.5W Super Fast Charging Power Bank with Quick Charge & 20W Power Delivery, Built-in Charging Cables, 4 Outputs, Type-C Input/Output Port & LED Battery Display (Green)",4.6,"1,273","1,499","₹4,599"
INVENTO 2pcs 5V 1A 2A Double Micro USB Step-Up Power Bank Module Lithium ion Battery Charging Board Boost Converter Usb For DIY Power Bank circuit Charger,3.5,4,435,₹217.50
INVENTO 1pcs 5V 1A 2A Double Micro USB Step-Up Power Bank Module Lithium ion Battery Charging Board Boost Converter Usb For DIY Power Bank circuit Charger,3.3,12,399,₹600
INVENTO 1pcs 5V Step-Up Power Module Lithium ion Battery Charging Board Boost Converter Usb For DIY Power Bank circuit Charger,4.4,5,260,₹500
Celestron 12V 17AH Power Tank DC Power Supply,4.4,186,"41,900","₹45,000"
"UltraProlink 10000mAh Slim 22.5W QC-PD -PPS Power Bank|Juice-Up Pronto |for iPhone 15/14,iPad,Galaxy, Nothing & Pixel Phones|UM1115",3.6,4,"1,099","₹2,999"
"GIZMORE PB10KP15 10000mAh 12W Power Bank with Fast Charging | Dual Output Ports | Dual Input Ports | LED Indicator| Lithium Polymer Power Bank for Mobiles, Tablets and Digital Camera (Black)",3.8,10,840,"₹1,999"
Duracell Powerbank 10000mh with Series 1 - A to C Cable,5.0,1,"2,096","₹2,998"
"pTron Dynamo Nergy 10000mAh 22.5W Fast Charging Power Bank, 20W PD Fast Charging, Supports Xiamo, Redmi, Samsung, iPhone, Oneplus, Oppo, 3 Outputs & 1 Input & Multiple Layers of Protection (Blue)",4.2,166,899,"₹2,599"
"pTron Dynamo Surge 20000mAh 22.5W Fast Charging Power Bank, Supports VOOC/Wrap/Dash USB Charging, 20W PD Fast Charging, 3 Outputs, 1 Input & Multiple Layers of Protection (Black)",4.3,539,"1,399","₹3,999"
"Homified Powerstand 10000Mah, White | Powerbank with Inbuilt Stand | Powerbank Fast Charging | Quick Charge for iPhone, Android | 12W Charging Speed | LED Indicator | Micro-USB, USB- Type C |",3.7,18,"1,709","₹2,499"
POWER BANK DATA CABLE [0.65FT] 8 INCH Type 3 IN 1 USB Power Bank Charger Cable Durable Short Fast Charging Cord USB Cable(White),4.0,1,199,₹699
"iGear Max10 Pro 10000 mAh Powerbank with Type-C-PD, Output 20W, Micro USB-18W, Fast Charge, Multi-Layer Protection with Battery Indicator and Wakeup Button",5.0,6,999,"₹2,500"
HELLO ELECTRIC Pocket Power Bank with USB Flashlight and Decor Light,3.7,7,499,₹900
Case Compatible with Anker 622 621 for Magnetic Battery for MagGo 5000mAh Foldable Magnetic Wireless Portable Charger.Power Bank Storage Holder for Anker USB Charger and Battery Bank(Box Only)-Blue,4.4,90,"2,300","₹6,499"
Pinaaki Enterprises Samsung Galaxy M01 Case | Premium Leather Finish | with Card Pockets | Wallet Stand |Complete Protection Cover for Samsung Galaxy M01 - Camel and Black,3.6,810,156,₹169
"Lifelong 20000 mAh 22.5 W Compact Pocket Size Power Bank (Rust Orange, Lithium Polymer, Fast Charging, Quick Charge 3.0 for Mobile, Earbuds, Speaker, Tablet)",4.1,71,"2,099","₹3,999"
"Lifelong 10000mAh MagSafe Power Bank | Slim, Pocket-Sized Wireless Charger with 22.5W Fast Charging and Quick Charge 3.0. Portable and Compatible with Earbuds, mobiles, smartwatches",3.7,12,"2,199","₹3,999"
"Spigen 20,000mAh, 30W Fast Charging Durable Alloy Power Bank with PD3.0 20W for 2 USB-C Ports, QC3.0 22.5W for USB-A Port - Black",3.9,39,"2,454",₹818
Portronics Luxcell Wireless Mini 10k 10000mAh 15W Magnetic Wireless Fast Charging Smallest Power Bank with 22.5 Wired Output Compatible with iPhone 12 & Above & Other QI Enabled Devices(Yellow),3.9,"1,724","1,398","₹3,999"
"pTron Dynamo Surge 20000mAh 22.5W Fast Charging Power Bank, Supports VOOC/Wrap/Dash USB Charging, 20W PD Fast Charging, 3 Outputs, 1 Input & Multiple Layers of Protection (Blue)",4.1,545,"1,399","₹3,999"
"Lifelong 20000 mAh 22.5 W Compact Pocket Size Power Bank (Rust Orange, Lithium Polymer, Fast Charging, Quick Charge 3.0 for Mobile, Earbuds, Speaker, Tablet)",4.1,71,"2,099","₹3,999"
Pinaaki Enterprises Infinix Hot 10 Play Case | Premium Leather Finish | with Card Pockets | Wallet Stand |Complete Protection Cover for Infinix Hot 10 Play - Camel and Black,3.6,810,162.,₹999
"Geekmonkey 3 in 1 Owl Shape Phone Holder, with Coin Bank, Cute Owl Phone Stand Holder Coin Banks Money Bank Coin Bank for Boys Kids Girls-Random (Owl Coin Bank Cum Mobile Holder)",4.6,2,391,₹999
INVENTO 5pcs 5V 1A 1.5A 2A 3 Micro USB Step-Up Power Bank Module Lithium ion Battery Charging Board Boost Converter Usb For DIY Power Bank circuit Charger,3.2,2,860,₹172
"Mplerven Multi-Purpose Timed Lock Box Kitchen Storage & Piggy Bank Containers To Prevent & Control Mobile Phone Addiction, Prevent Excessive Smoking (1517)",3.8,612,"8,817","₹9,999"
KriTech (Pack of 3 Short Length Power Bank Charging & Data Sync Cable for iPhone 11Pro 11 11Pro Max XR XSMax XS 8 8Plus X 7Plus 7 SE 6S 6SPlus 6Plus 6 5S 5C 5- White,2.8,4,399,"₹1,199"
"Belkin 20000 mAh PD 3.0 Slim Fast Charging Power Bank with 1 USB-C and 2 USB-A Ports to Charge 3 Devices Simultaneously, for iPhones, Android Phones, Smart Watches & More - Blue",4.1,"2,791","2,999","₹7,999"
"Belkin 10000 mAh PD 3.0 Slim Fast Charging Power Bank with 1 USB-C and 2 USB-A Ports to Charge 3 Devices Simultaneously, for iPhones, Android Phones, Smart Watches & More - Rose Gold",4.1,"4,525","1,489","₹3,499"
"pTron Dynamo Quanta 10000mAh 22.5W Nano Power Bank, 15W Magnetic Wireless Charging, Compact Size Fast Charging, 20W PD Fast Charging, Built-in Cables, 3 Output Ports & BIS Certified (Black)",4.6,"1,273","1,899","₹4,599"
"GOOJODOQ Magsafe Power Bank Wireless Powerbank 10000mAh with 20W Magnetic Wireless Fast Charging, 22.5 Wired Output Compatible with iPhone 12 & Above,Type C Smartphones,Tablets(White)",5.0,2,"2,899","₹4,999"
Tempt Fuel 10000 mAh Li-ion Ultra Compact Power Bank | 22.5W Quick Charging and Power Delivery | Dual USB and Type C Port | Advanced Protection and Digital LED Indicator (White),3.3,9,"1,499","₹2,999"
"ZAOMA Shock Proof Pouch Case Wallet Cover Protector Compatible for Mi 10000mAH Li-Polymer, Micro-USB and Type C Input Port, Power Bank 3i with 18W Fast Charging with Loop (PBPLOOP_DBLK001)",5.0,1,499,₹999
"Promate 20000mAh Power Bank | Ultra-Compact with Built-in Cable (35W Type-C and 27W Lightning Cables), 35W Type-C PD, 22.5W QC 3.0 Port, LED for iPhone, Android, PowerPods-20 Black-2 Years Warranty",3.4,3,"2,285.","₹6,999"
"SHIVANSH TECHNOLOGY (Enspire® )Power Bank 10000mAh Fast Charging | 22.5W c Type PowerDelivery Super Fast charg | Slim Design with Dual Output Ports 1 USB & 1 Type-C | Compatible with iPhone,Samsung,Oneplus (Scoot, Black)",2.7,3,"1,185","₹1,899"
CELLECOR (CLPB-60 Plus) 10000mAH Lithium Polymer Power Bank | 12W Fast Charge | Dual USB Output | Dual Input-Type C & Micro USB | Power LEDs Indicator,3.0,2,899,"₹1,999"
"pTron Dynamo Nergy 10000mAh 22.5W Fast Charging Power Bank, 20W PD Fast Charging, Supports Xiamo, Redmi, Samsung, iPhone, Oneplus, Oppo, 3 Outputs & 1 Input & Multiple Layers of Protection (Blue)",4.2,166,899,"₹2,599"
"pTron Dynamo Nergy 10000mAh 22.5W Fast Charging Power Bank, 20W PD Fast Charging, Supports Xiamo, Redmi, Samsung, iPhone, Oneplus, Oppo, 3 Outputs & 1 Input & Multiple Layers of Protection (Black)",4.2,322,899,"₹2,599"
"pTron Dynamo Arc 10000mAh 22.5W USB Fast Charging Nano Magnetic Power Bank, 15W Magnetic Wireless Charging, 20W PD/Type C Fast Charging, 3 Outputs/1 Input & Multiple Layers of Protection (Black)",3.8,"8,571","1,399","₹4,899"
"E GATE 117-BW Wirelesss 10000mAh Powerbank | Fast Charging | Output - 22.5 Wired, 15W Wireless | QC+PD | Strong Magnetic Hold | Inbuilt Stand | LED Display | Made in India (White)",4.9,24,990,"₹3,000"
LAPCARE Bolt I 10000mAh Powerbank | 22W PD Fast Charging | Transparent Design | LED Indicator | Type C & Dual USB Ports | Dynamic Display |Smart Chip Protection | Low Power Consumption Made in India,4.2,37,999,"₹2,799"
LAPCARE Bolt Pro 20000Mah Transparent Power Bank | 22watt Type-C PD Fast Charging | Dual USB QC Port | Led Display | Multi Circuit Protection | Made in India,4.0,259,"1,249","₹4,899"
Electronic Spices T6845-C Power Bank Charging Circuit Module Pack of 1pcs & Electronic Spices 1PCS 18650 3.7V Battery 4 Slots Battery Holder Box with Wire Leads,2.0,1,258,₹399
"Unix 10000mAh Slim Power Bank, 22.5W Fast Charging, Dual Output, Type C PD (Input & Output), Quick Charge, Li-Polymer, Multi-Layer Protection for iPhone, Anrdoid & Other Devices (UX-1518)",3.0,2,"1,274","₹2,999"
Foxin FPB-149 POLY Lithium Polymer 10000 mAh Dual Micro-USB & Type C input Port Power Bank | 12W Fast Charging | 2 USB Output | BIS Certified | Made In India | 180-Days Warranty | Midnight Black Color,3.9,3,899,"₹2,500"
"Saraupup Power Bank, Portable Charger, Solar Charger, Battery Pack",3.9,"1,253","5,999","₹9,999"
"QiSa Portable-Solar-Charger-Power-Bank - 38800mAh External Battery Pack, Dual 5V3.1A Fast Output and Type-C Built-in Qi Wireless Charger and Flashlight(Orange)",4.0,1,"6,999","₹9,999"
"AIMPIRE Solar Power Bank 30000 mAh,Wireless Portable Solar Power Bank Fast Charge Solar Phone Charger Power Bank with 3 Cables & Dual Flashlights(Waterproof, Dustproof) Compatible with iOS & Android",4.2,325,"5,999","₹9,999"
"dizaul Solar Charger, 10000mAh Wireless Solar Power Bank, 18W Power Delivery USB C Charger, Type C Input & Output, QC 3.0 & PD Fast Portable Charger Compatible with iPhone, Samsung and More",2.1,2,"5,999","₹9,999"
Pinaaki Enterprises Samsung Galaxy J2 Core Case | Premium Leather Finish | with Card Pockets | Wallet Stand |Complete Protection Cover for Samsung Galaxy J2 Core - Camel and Black,3.6,810,151,₹169
"pTron Dynamo Electra 10000mAh 22.5W Nano Power Bank, Compact Size Fast Charging, Supports VOOC/Wrap/Dash USB Charging, 20W PD Fast Charging, Built-in Cables, 3 Output Ports & BIS Certified (Black)",4.6,"1,273","1,599","₹3,799"
Portronics Luxcell Wireless Mini 10k 10000mAh 15W Magnetic Wireless Fast Charging Smallest Power Bank with 22.5 Wired Output Compatible with iPhone 12 & Above & Other QI Enabled Devices(Yellow),3.9,"1,724","1,398","₹3,999"
"Belkin 20000 mAh PD 3.0 Slim Fast Charging Power Bank with 1 USB-C and 2 USB-A Ports to Charge 3 Devices Simultaneously, for iPhones, Android Phones, Smart Watches & More - Black",4.1,"2,791","2,999","₹7,999"
Pinaaki Enterprises Redmi Note 6 Pro Case | Premium Leather Finish | with Card Pockets | Wallet Stand |Complete Protection Cover for Redmi Note 6 Pro - Camel and Black,3.6,810,168,₹169
Pinaaki Enterprises Infinix Smart 2 Case | Premium Leather Finish | with Card Pockets | Wallet Stand |Complete Protection Cover for Infinix Smart 2 - Camel and Black,3.6,810,169,₹199
Pinaaki Enterprises Mi A1 Case | Premium Leather Finish | with Card Pockets | Wallet Stand |Complete Protection Cover for Mi A1 - Camel and Black,3.6,810,168,₹169
Pinaaki Enterprises Samsung Galaxy ON 7 Max Case | Premium Leather Finish | with Card Pockets | Wallet Stand |Complete Protection Cover for Samsung Galaxy ON 7 Max - Camel and Black,3.6,810,219,₹499
Pinaaki Enterprises LG W30 Pro Case | Premium Leather Finish | with Card Pockets | Wallet Stand |Complete Protection Cover for LG W30 Pro - Camel and Black,3.6,810,169,₹199
Pinaaki Enterprises Nokia 7.1 Case | Premium Leather Finish | with Card Pockets | Wallet Stand |Complete Protection Cover for Nokia 7.1 - Camel and Black,3.6,810,169,₹199
"Enspire® Power Bank 10000mAh Fast Charging | 12W c Type Power Delivery | Slim Design with Dual Input Ports 1 Micro & 1 Type-C | Li-Polymer for iPhone,Samsung,Oneplus (Scoot, Black)",2.7,3,949,"₹1,899"
"Belkin 10000 mAh PD 3.0 Slim Fast Charging Power Bank with 1 USB-C and 2 USB-A Ports to Charge 3 Devices Simultaneously, for iPhones, Android Phones, Smart Watches & More - Rose Gold",4.1,"4,525","1,489","₹3,499"
"Lifelong AMPCHARGE 20000 mAh 22.5 W Compact Pocket Size Power Bank with 4 Input/Output Port (Light Blue, Lithium Polymer, Fast Charging, Quick Charge 3.0 for Mobile, Earbuds, Smartwatch, Speaker)",4.3,5,"1,899","₹2,999"
"Portronics Luxcell MagClick 10k 10000 mAh 15W Magnetic Wireless Fast Charging Power Bank Premium Finish, 22.5 Wired Output Compatible with iPhone 12 & Above,Type C Smartphones,Tablets(Dark Grey)",3.9,"1,724","1,699","₹2,999"
"Belkin 10000 mAh PD 3.0 Slim Fast Charging Power Bank with 1 USB-C and 2 USB-A Ports to Charge 3 Devices Simultaneously, for iPhones, Android Phones, Smart Watches & More - Black",4.1,"4,525","1,489","₹3,499"
"pTron Dynamo Electra 10000mAh 22.5W Nano Power Bank, Compact Size Fast Charging, Supports VOOC/Wrap/Dash USB Charging, 20W PD Fast Charging, Built-in Cables, 3 Output Ports & BIS Certified (Black)",4.6,"1,273","1,599","₹3,799"
ERH India (Pack of 2) 5v Step-Up Power Module Lithium Battery Charging Board Boost Converter Power Bank Module Circuit Board,3.6,8,274,₹137
"BLAVOR Solar Charger Power Bank, Qi Wireless Charger 10,000Mah External Battery Pack Type C Input Port Dual Flashlight, Compass With Solar Panel Charging (Dark Green), Mobile, Green",4.2,"1,853","4,999","₹9,999"
"Electronicspices PACK OF 10 134n3p, t6845-c 5V Micro USB DIY Powerbank Charging Module Circuit Board Step Up with LED Indicator",1.0,1,358.,₹35.82
"DUDAO Travel Suitcase Art Compact Size High Capacity Power Bank 10000mAh with Led Light Display and Fast Charging with Type c and Micro USB Input Port for iPhone, Android mobiles,Smart Watch(Grey)",1.0,1,"1,102","₹2,990"
KC PRODUCTS Fast USB 2.4 Amp Type-C High Speed Micro USB Fast Charging and Data/Sync Cable for Power Bank(White/Black),3.0,24,171,₹699
KriTech (Pack of 2) Short Length Power Bank Charging & Data Sync Cable for iPhone 11Pro 11 11Pro Max XR XSMax XS 8 8Plus X 7Plus 7 SE 6S 6SPlus 6Plus 6 5S 5C 5- White,2.7,5,399,₹799
20000mAh Solar Power Bank Solar Charger Waterproof Portable Battery Charger with Compass for iPad iPhone Android Cellphones (Black),4.1,"3,599","4,999","₹9,999"
IKALL IKPB20D 20W Fast Charging 20000 mAh Power Bank with Digital Display (Black),5.0,2,"1,639","₹1,999"
"ORYOHA 46800mAh Solar Portable Charger Power Bank Fast Charging for Multiple Devices, Wireless Powerbank External Battery Pack with Flashlight Built-in 4 Cable",5.0,2,"6,999","₹9,999"
"ORYOHA Solar Power Bank, USB-C Fast Charging, Portable Charger Wireless Power Bank for Multiple Devices, External Battery Pack Powerbank with Built-in Cable",5.0,1,"6,999","₹9,999"
"Stuffcool Snap 5000mAh Super Compact Type C Power Bank with 20W PD PPS Output, Charges iPhone 15, Pixel 6/7 50% in 30 mins, Compatible with Samsung Type C Phones, Tablets",3.5,206,"1,099","₹2,999"
"E GATE 117-BW Wirelesss 10000mAh Powerbank | Fast Charging | Output - 22.5 Wired, 15W Wireless | QC+PD | Strong Magnetic Hold | Inbuilt Stand | LED Display | Made in India (White)",4.9,24,990,"₹3,000"
URBN 20000 mAh Li-Polymer Ultra Compact Power Bank | 12W Fast Charge | Dual USB Output | Type C & Micro Input Only | Pocket Size | Made in India (Green),3.7,"1,536",985.,"₹3,499"
"ZAOMA Shock Proof Pouch Case Wallet Cover Protector Compatible for Mi 10000mAH Li-Polymer, Micro-USB and Type C Input Port, Power Bank 3i with 18W Fast Charging with Loop (PBPLOOP_DBRW001)",5.0,1,499,₹999
R&D T6845 Power Bank 5V 2A Charging Circuit Module Pack of (5),3.0,5,289,₹599
"10000 mAh Power bank Newly Launched Tempt Storm 2.0 Fast Charging Power Bank | Li-Polymer Battery | Dual USB Output Port | Multi-Layer Protection for iPhone, Android | Slim & Compact Powerbank (Black)",4.0,57,699,"₹1,999"
Walta Elite Power Bank Buddy Pro Digital 22.5W Fast Power Delivery Charging |Dual Input Type C & Micro USB| Triple Output | Black (20000mah),5.0,2,"1,599","₹3,499"
"Spigen ArcPack 20000mAh Power Bank | PD 3.0, PPS Fast Carging | 30W Max Output | 2 Type-C Ports, 1 USB-A Port - (ABS + PC | Navy Blue)",4.1,232,"2,478","₹3,499"
LAPCARE Blaze 10000mAh Power Bank | Dual USB Port + PD 22.5w Fast Charging Type-c | Led Indicator | Light Weight | Compact & Slim Design | Made in India,3.1,7,699,"₹1,599"
"Homified Powerstand 10000Mah, Black | Powerbank with Inbuilt Stand | Powerbank Fast Charging | Quick Charge for iPhone, Android | 12W Charging Speed | LED Indicator | Micro-USB, USB- Type C |",3.7,18,"1,419","₹1,709"
"E GATE 117-BW Wirelesss 10000mAh Powerbank | Fast Charging | Output - 22.5 Wired, 15W Wireless | QC+PD | Strong Magnetic Hold | Inbuilt Stand | LED Display | Made in India (White)",4.9,24,990,"₹3,000"
LAPCARE Bolt I 10000mAh Powerbank | 22W PD Fast Charging | Transparent Design | LED Indicator | Type C & Dual USB Ports | Dynamic Display |Smart Chip Protection | Low Power Consumption Made in India,4.2,37,999,"₹2,799"
LAPCARE Bolt Pro 20000Mah Transparent Power Bank | 22watt Type-C PD Fast Charging | Dual USB QC Port | Led Display | Multi Circuit Protection | Made in India,4.0,259,"1,249","₹4,899"
Brain Freezer Silicon Soft Cover Case Compatible with Redmi Power Bank 10000 mAh (Pink) [Device Not Included],3.0,1,390,₹495
"pTron Dynamo Electra 10000mAh 22.5W Nano Power Bank, Compact Size Fast Charging, Supports VOOC/Wrap/Dash USB Charging, 20W PD Fast Charging, Built-in Cables, 3 Output Ports & BIS Certified (Black)",4.6,"1,273","1,599","₹3,799"
Portronics Luxcell Wireless Mini 10k 10000mAh 15W Magnetic Wireless Fast Charging Smallest Power Bank with 22.5 Wired Output Compatible with iPhone 12 & Above & Other QI Enabled Devices(Yellow),3.9,"1,724","1,398","₹3,999"
"Belkin 20000 mAh PD 3.0 Slim Fast Charging Power Bank with 1 USB-C and 2 USB-A Ports to Charge 3 Devices Simultaneously, for iPhones, Android Phones, Smart Watches & More - Black",4.1,"2,791","2,999","₹7,999"
Super Debug 18650 Battery Charger Digital Protection Board Dual USB 5V 1A 2.1A Mobile Power Bank Battery Charging PCB Module Board,1.0,1,699,"₹1,499"
QBM Dual USB 5V 1A 2.1A Mobile Power Bank 18650 Battery Charger PCB LCD Display DIY (Pack of 1),5.0,1,399,₹499
"Lithium Battery for Multi Uses Use in Led Torch, Power Bank, Many Machines, Etc (Lithium Battery Charger (Made in India))",1.0,1,229,₹500
"CARHEV Jump Starter Power Bank, 3000 A Peak Current 24000 mAh Car Jump Starter Power Bank with LCD Display for up to 8 L Petrol & 8 L Diesel Engine, 12 V Jump Starter with USB Quick Charge and LED",4.4,"2,767","13,060.","₹26,000"
CentIoT - HT4936A Power Bank Charging Module Circuit Board - 5V 1A Dual USB,1.0,1,320,₹410
"Enspire® Power Bank 10000mAh Fast Charging | 12W c Type Power Delivery | Slim Design with Dual Input Ports 1 Micro & 1 Type-C | Li-Polymer for iPhone,Samsung,Oneplus (Scoot, Black)",2.7,3,949,"₹1,899"
"Belkin 10000 mAh PD 3.0 Slim Fast Charging Power Bank with 1 USB-C and 2 USB-A Ports to Charge 3 Devices Simultaneously, for iPhones, Android Phones, Smart Watches & More - Rose Gold",4.1,"4,525","1,489","₹3,499"
"Lifelong AMPCHARGE 20000 mAh 22.5 W Compact Pocket Size Power Bank with 4 Input/Output Port (Light Blue, Lithium Polymer, Fast Charging, Quick Charge 3.0 for Mobile, Earbuds, Smartwatch, Speaker)",4.3,5,"1,899","₹2,999"
Portronics Luxcell Wireless Mini 10k 10000mAh 15W Magnetic Wireless Fast Charging Smallest Power Bank with 22.5 Wired Output Compatible with iPhone 12 & Above & Other QI Enabled Devices(Yellow),3.9,"1,724","1,398","₹3,999"
"pTron Dynamo Surge 20000mAh 22.5W Fast Charging Power Bank, Supports VOOC/Wrap/Dash USB Charging, 20W PD Fast Charging, 3 Outputs, 1 Input & Multiple Layers of Protection (Blue)",4.1,545,"1,399","₹3,999"
"URBN Power Bank 10,000mAh - Ultra Slim, 22.5W Two Way Fast Charging, Triple Output, Dual Type C PD, 12 Layers Circuit Protection, BIS Certified, 6 Months Warranty Free Type C Cable - Camo",3.7,"1,536",999,"₹2,999"
DETRO USB Type C Fast Charge Dash Warp 6amp Power Bank Data Cable (13 inch) Compatible with OnePlus 8/ 8T/ 8pro and All Other Type C Phones,2.1,2,297,₹594
Pinaaki Enterprises Apple iPhone 11 Pro Max Case | Premium Leather Finish | with Card Pockets | Wallet Stand |Complete Protection Cover for Apple iPhone 11 Pro Max - Camel and Black,3.6,810,168,₹169
Pinaaki Enterprises Coolpad Note 8 Case | Premium Leather Finish | with Card Pockets | Wallet Stand |Complete Protection Cover for Coolpad Note 8 - Camel and Black,3.6,810,169,₹199
"E GATE 117-BW Wirelesss 10000mAh Powerbank | Fast Charging | Output - 22.5 Wired, 15W Wireless | QC+PD | Strong Magnetic Hold | Inbuilt Stand | LED Display | Made in India (White)",4.9,24,990,"₹3,000"
"Boult Newly Launched AmpVault v10 Powerbank with 10000 mAh, 22.5W Fast Charging, LED Display, USB & Type C Input/Output, Overcharge Protection, Lightweight iPhone & Andriod Mobile Power Bank (Coffee)",3.9,71,"1,099","₹2,999"
"pTron Dynamo Arc 10000mAh 22.5W USB Fast Charging Nano Magnetic Power Bank, 15W Magnetic Wireless Charging, 20W PD/Type C Fast Charging, 3 Outputs/1 Input & Multiple Layers of Protection (Black)",3.8,"8,571","1,399","₹4,899"
"Duracell Power Bank 10000 mAh, Portable Charger, USB C/Micro USB Input, USB A/USB C Output, Fast Charge Technology, 22.5W Power Delivery for Smartphones, Tablets, Headphones and USB-Powered Devices",4.0,"1,579","1,990","₹2,499"
LAPCARE Bolt I 10000mAh Powerbank | 22W PD Fast Charging | Transparent Design | LED Indicator | Type C & Dual USB Ports | Dynamic Display |Smart Chip Protection | Low Power Consumption Made in India,4.2,37,999,"₹2,799"
URBN 20000 mAh Premium Nano Power Bank | 22.5W Super Fast Charging | Smallest Power Bank | Dual Type C Power Delivery (PD) Output + 1 USB Output for Quick Charge | Two-Way Fast Charge (Camo),4.1,"6,118","1,799","₹4,999"
"E GATE 117-BW Wirelesss 10000mAh Powerbank | Fast Charging | Output - 22.5 Wired, 15W Wireless | QC+PD | Strong Magnetic Hold | Inbuilt Stand | LED Display | Made in India (White)",4.9,24,990,"₹3,000"
LAPCARE Bolt I 10000mAh Powerbank | 22W PD Fast Charging | Transparent Design | LED Indicator | Type C & Dual USB Ports | Dynamic Display |Smart Chip Protection | Low Power Consumption Made in India,4.2,37,999,"₹2,799"
LAPCARE Bolt Pro 20000Mah Transparent Power Bank | 22watt Type-C PD Fast Charging | Dual USB QC Port | Led Display | Multi Circuit Protection | Made in India,4.0,259,"1,249","₹4,899"
"Electrobot JX-887Y Dual USB 3.7v to 5V, 2A, 1A Power Bank DIY 18650 Li-Io & Li-Po Charger module (2 Pcs)",3.2,13,499,₹799
"ERH India DC Ultra Small 5V DC Micro USB DIY Powerbank Charging Module Circuit Board Single USB Step Up with Mobile Charging Data Cable and 18650,1200mAh",3.8,3,433,₹599
INVENTO 5pcs 5V 1A 2A Double Micro USB Step-Up Power Bank Module Lithium ion Battery Charging Board Boost Converter Usb For DIY Power Bank circuit Charger,3.7,2,"1,180",₹236
Robocraze Dual USB 5V 1A 2.1A Mobile Power Bank 18650 Battery Charger PCB Power Module Accessories For Phone DIY LED LCD Module Board | IOT Science Project,3.1,14,"1,690","₹3,380"
KriTech Short Length Power Bank Charging & Data Sync Cable - White,4.7,5,299,₹499
Saco Pouch for Xiaomi Power Bank 10400 Mah - Red,2.4,7,268,₹650
9DC8 Orange-Blue Bank Solar Power Bank Power Compass Charger Phone Charger,1.0,1,"2,545","₹5,190"
"Jeankak USB Hand Crank Phone Charger, Mini Portable Hand Crank Mobile Phone Emergency Charger 5V Output USB Interface for Camping for Outdoor for Hiking, Red",1.0,1,"1,873","₹3,799"
"pTron Dynamo Electra 10000mAh 22.5W Nano Power Bank, Compact Size Fast Charging, Supports VOOC/Wrap/Dash USB Charging, 20W PD Fast Charging, Built-in Cables, 3 Output Ports & BIS Certified (Black)",4.6,"1,273","1,599","₹3,799"
Portronics Luxcell Wireless Mini 10k 10000mAh 15W Magnetic Wireless Fast Charging Smallest Power Bank with 22.5 Wired Output Compatible with iPhone 12 & Above & Other QI Enabled Devices(Yellow),3.9,"1,724","1,398","₹3,999"
"Belkin 20000 mAh PD 3.0 Slim Fast Charging Power Bank with 1 USB-C and 2 USB-A Ports to Charge 3 Devices Simultaneously, for iPhones, Android Phones, Smart Watches & More - Black",4.1,"2,791","2,999","₹7,999"
Khanka Hard Case for Anker PowerCore Speed 10000 10000mAh QC Charge 3.0 Portable External Charger Battery Power Bank ââ‚¬¦,4.6,"2,095","3,513.","₹5,622.14"
"Enspire® Power Bank 10000mAh Fast Charging | 12W c Type Power Delivery | Slim Design with Dual Input Ports 1 Micro & 1 Type-C | Li-Polymer for iPhone,Samsung,Oneplus (Scoot, Black)",2.7,3,949,"₹1,899"
"Belkin 10000 mAh PD 3.0 Slim Fast Charging Power Bank with 1 USB-C and 2 USB-A Ports to Charge 3 Devices Simultaneously, for iPhones, Android Phones, Smart Watches & More - Rose Gold",4.1,"4,525","1,489","₹3,499"
"Lifelong AMPCHARGE 20000 mAh 22.5 W Compact Pocket Size Power Bank with 4 Input/Output Port (Light Blue, Lithium Polymer, Fast Charging, Quick Charge 3.0 for Mobile, Earbuds, Smartwatch, Speaker)",4.3,5,"1,899","₹2,999"
"E GATE 117-BW Wirelesss 10000mAh Powerbank | Fast Charging | Output - 22.5 Wired, 15W Wireless | QC+PD | Strong Magnetic Hold | Inbuilt Stand | LED Display | Made in India (White)",4.9,24,990,"₹3,000"
LAPCARE Bolt I 10000mAh Powerbank | 22W PD Fast Charging | Transparent Design | LED Indicator | Type C & Dual USB Ports | Dynamic Display |Smart Chip Protection | Low Power Consumption Made in India,4.2,37,999,"₹2,799"
"Duracell 20000 MAH Slimmest Power Bank with 1 Type C PD and 2 USB A Port, 22.5W Fast Charging Portable Charger to Charges 3 Devices Simultaneously for iPhones, Android Phones, Smart Watches & More",4.2,"3,119","3,000","₹3,499"
LAPCARE Bolt Pro 20000Mah Transparent Power Bank | 22watt Type-C PD Fast Charging | Dual USB QC Port | Led Display | Multi Circuit Protection | Made in India,4.0,259,"1,249","₹4,899"
