name,ratings,no_of_reviews,current_price,original_price
"tD True Desire 10000mAh Magsafe Compatible Mini Wireless Power Bank for iPhone Series 15, 14, 13 & 12, 22.5W Wired with 15W Wireless Charging Type C Power Bank, Li-Polymer (Black)",3.5,9,"1,299","₹5,999"
Robocraze Dual USB 5V 1A 2.1A Mobile Power Bank with PCB Power Module LCD,3.0,51,399,"₹1,150"
"URBN Power Bank 10,000mAh - Ultra Slim, 22.5W Two Way Fast Charging, Triple Output, Dual Type C PD, 12 Layers Circuit Protection, BIS Certified, 6 Months Warranty Free Type C Cable - Bright Blue",3.8,125,903.,"₹2,999"
Electronic Spices T6845-C Power Bank Charging Circuit Module Pack of 1pcs,3.2,183,129,₹199
"GadgetBite Silicone case for Xiaomi, 10000mAh Power Bank, for Xiaomi mi[Power Bank NOT Included]-Pink",4.6,308,249,₹999
"ZEBRONICS MB10000S13 Power Bank, 10000 mAh, Rapid Charge, 22.5W Output, Dual USB Output, PD 3.0 Type C, Built in Protections, Percentage Indicator, Made in India (Black)",3.8,33,919,"₹1,999"
Multi Purpose Smart Power Bank 10000mAh | Wireless Speaker |100w Super Fast Charging | 3 Pin Triple Wired Output | LED Screen | Smart Watch | GPS Tracker | (Model 2),3.2,5,"2,499","₹4,500"
"URBN Power Bank 10,000mAh Ultra Slim 12W | Dual Port Type C Input/Output | BIS Certified | 4-Layer Circuit Protection | 6-Month Replacement Warranty | Made in India | Free Type C Cable - Green",3.7,"1,536",699,"₹2,499"
"Zaoma Flap Case Cover Pouch Compatible for Extremely Compact Ambrane 10000 mAh Power Bank (22.5 W, Power Delivery 3.0) (Black, Cases with Holder) (AMB10KCOM_MER)",3.8,11,399,₹899
iCSTORE 18650 lithium Battery Holder Case/Mount/Socket With DIY Powerbank Modulefor Rechargeable Battery Charging COMBO - Pack of (2 Case + 2 Module),3.1,79,195,₹299
"Ambrane 10000mAh Slim & Compact Powerbank, 22.5W Fast Charging, USB & Type C Output, Power Delivery, Quick Charge for iPhone, Android & Other Devices, Made in India + Type C Cable (Stylo 10, Black)",3.9,"31,469",999,"₹1,799"
"pTron Dynamo Surge 20000mAh 22.5W Fast Charging Power Bank, Supports VOOC/Wrap/Dash USB Charging, 20W PD Fast Charging, 3 Outputs, 1 Input & Multiple Layers of Protection (Blue)",4.1,545,"1,399","₹3,999"
"SR Portables 20000mAh High-Capacity Power Bank, 22.5W Fast Power Delivery Charging | Input- Type C, Micro USB | Triple Output - 2 x USB A, 1 x USB C (Black, 20,000 mAh)",5.0,11,"1,398","₹3,999"
"Amazon Basics 10000 mAh Lithium Polymer Mini Power Bank with 22.5W Fast Charging, Dual Output, Charging Indicator, Type-C Cable Included, Blue",3.3,290,"1,099","₹2,799"
"Ambrane 10000mAh Powerbank, Slim & Compact (Pocket & Travel-Friendly) 22.5W Fast Charging, USB & Type C Output, Power Delivery, Compatible with iPhone, Android & Other Devices, (Line-10, Purple)",4.2,27,"1,299","₹1,999"
Vismac Transparent 20000mAh Power Bank 22.5W Fast Power Delivery Charging/Input- 1 Type - C / 2 Type - B | 4 Mode Emergency Led Light with Digital Display (Yellow),1.6,2,"1,149","₹3,240"
Electronic Spices JZ6864 Single USB 5V 1A Power Bank Charging Module (Pack of 1),3.2,16,149,₹200
"iGear MagCharge Plus: 10000mAh Magsafe Power Bank, 15W Wireless/22.5W Wired Charging, Digital Display, Type-C Input & Output, Magnetic Ring for Android Phones, Phone Stand, Support iPhone 12 & Above",3.6,19,"2,999","₹4,500"
"ZEBRONICS MW64 Compact Power Bank, 10000 mAh, Rapid Charge, 22.5W Output, Outputs - Type C Cable | Type C Port | Lightning Port, Percentage Indicator, Made in India (Black)",3.2,579,"1,519","₹2,999"
OBOE Silicon Soft Cover Case for Mi Power Bank 3i 20000 mAh Battery (White) [Power Bank NOT Included],4.0,"2,537",332,₹899
"Czartech Type C to Type C Cable Fast Charging Power Bank Size 30 CM Compatible with Samsung galaxy series, OnePlus, Google Pixel Series and All other Type C - C Devices",4.0,"3,402",299,₹699
"pTron Newly Launched Dynamo Elite 10000mAh 22.5W Power Bank Supports VOOC/Wrap/Dash USB Charging, 20W PD Fast Charging, 3 Output Ports, 2 Input Ports & Multiple Layers of Protection (Black)",3.3,88,899,"₹2,899"
"Spigen 20,000mAh, 30W Fast Charging Durable Alloy Power Bank with PD3.0 20W for 2 USB-C Ports, QC3.0 22.5W for USB-A Port - Navy Blue",3.9,52,"3,318","₹1,106"
"ZEBRONICS MW60 Power Bank, 10000 mAh, Rapid Charge, 20W Output, Outputs - Dual USB | Dual Type C | Lightning, Type C PD, LED Indicator, Built in I/O Cables, Made in India (Black)",3.2,579,"1,119","₹2,399"
LAPCARE Bolt I 10000mAh Powerbank | 22W PD Fast Charging | Transparent Design | LED Indicator | Type C & Dual USB Ports | Dynamic Display |Smart Chip Protection | Low Power Consumption Made in India,4.2,37,999,"₹2,799"
LAPCARE Bolt Pro 20000Mah Transparent Power Bank | 22watt Type-C PD Fast Charging | Dual USB QC Port | Led Display | Multi Circuit Protection | Made in India,4.0,259,"1,249","₹4,899"
"pTron Dynamo Nergy 10000mAh 22.5W Fast Charging Power Bank, 20W PD Fast Charging, Supports Xiamo, Redmi, Samsung, iPhone, Oneplus, Oppo, 3 Outputs & 1 Input & Multiple Layers of Protection (Blue)",4.2,166,899,"₹2,599"
"Duracell 20000 MAH Slimmest Power Bank with 1 Type C PD and 2 USB A Port, 22.5W Fast Charging Portable Charger to Charges 3 Devices Simultaneously for iPhones, Android Phones, Smart Watches & More",4.2,"3,119","3,000","₹3,499"
Portronics Luxcell Wireless Mini 10k 10000mAh 15W Magnetic Wireless Fast Charging Smallest Power Bank with 22.5 Wired Output Compatible with iPhone 12 & Above & Other QI Enabled Devices(Black),3.9,"1,724","1,469","₹3,999"
"E GATE 117-BW Wirelesss 10000mAh Powerbank | Fast Charging | Output - 22.5 Wired, 15W Wireless | QC+PD | Strong Magnetic Hold | Inbuilt Stand | LED Display | Made in India (White)",4.9,24,990,"₹3,000"
SmallRig Holder for Portable Power Banks BUB2336,4.7,534,"3,281","₹3,500"
"Promate Powerpack-Fold 5 in 1 Magsafe Power Bank, 10000mah 15W Foldable Wireless Powerbank - iPhone 15/15+/15 Pro/15 Pro Max, 14/14+/14 Pro/Max, Apple Watch, Air Pods, 18W USB QC 3.0 Port, 20W USB-C",3.7,110,"4,999","₹9,999"
"INGCO 20V Fast Intelligent Charger, Serving Only INGCO Series 2.0Ah and 4.0Ah Batteries, Charges 20V 2.0Ah Battery in 0.5Hr, Charges 20V 4.0Ah Battery in 1Hr, Compatible with All INGCO 20V Power Tools",4.3,23,998,"₹1,350"
"DR VAKU® 20000mAh Power Bank Nextek Portable 22.5w PD 18w QC Fast Charging Dual USB Port (Input & Output) Lithium Polymer Battery Power Bank for iPhone, Samsung & Android Devices- White",4.3,215,"1,599","₹4,999"
SP Electron 2USB Power Bank Charging Module Circuit Board - DC-DC Step Up Boost Power Supply Module - 5V 1A (2 USB),4.2,6,129,₹999
"Rpi shop – 93 pcs Colours Assorted Polyolefin Heat Shrink Tube, Insulated Wire Cable Sleeving Wrap, Multicolour, 8 Different Cut Size with Box (iphone's lightining or charging cable repair sleeve)",3.6,391,148,₹519
"Foxin All-in-One Mag Pro Wireless Power Bank 10000 mAh - Magsafe Powerbank for iPhone with Built-in Cables, Adjustable Metallic Stand & Digital LED Display - BIS Certified | 22.5W, White",3.9,88,"2,490","₹5,499"
"Belkin BoostCharge Pro 5000 mAh Qi2 Magnetic Power Bank | iPhone 16, 15, 14, 13 | White",4.2,51,"4,999","₹8,999"
INVENTO 5pcs 5V Step-Up Power Module Lithium ion Battery Charging Board Boost Converter Usb For DIY Power Bank circuit Charger,3.6,57,450,₹90
"URBN Power Bank 10,000mAh Ultra Slim | Dual Port Type C Input/Output | BIS Certified | 4-Layer Circuit Protection | 6-Month Replacement Warranty | Made in India | Free Type C Cable - Purple",3.7,"1,536",799,"₹2,499"
"pTron Dynamo Electra 10000mAh 22.5W Nano Power Bank, Compact Size Fast Charging, Supports VOOC/Wrap/Dash USB Charging, 20W PD Fast Charging, Built-in Cables, 3 Output Ports & BIS Certified (Black)",4.6,"1,273","1,599","₹3,799"
"pTron Dynamo Surge 20000mAh 22.5W Fast Charging Power Bank, Supports VOOC/Wrap/Dash USB Charging, 20W PD Fast Charging, 3 Outputs, 1 Input & Multiple Layers of Protection (Blue)",4.1,545,"1,399","₹3,999"
"SR Portables 20000mAh High-Capacity Power Bank, 22.5W Fast Power Delivery Charging | Input- Type C, Micro USB | Triple Output - 2 x USB A, 1 x USB C (Black, 20,000 mAh)",5.0,11,"1,398","₹3,999"
URBN X PAYAL Singhal 10000 mAh Slimmest Nano Power Bank | 22.5W Super Fast Charging | Pocket Size| Dual Power Delivery Output + 1 USB Output for Quick Charge | Two-Way Fast Charge (Blue),4.1,"6,118","1,639.","₹3,499"
"URBN Power Bank 10,000mAh - Ultra Slim, 22.5W Two Way Fast Charging, Triple Output, Dual Type C PD, 12 Layers Circuit Protection, BIS Certified, 6 Months Warranty Free Type C Cable - Green",3.7,"1,536",799,"₹2,999"
OBOE Silicon Soft Cover Case for Mi Power Bank 3i 10000 mAh/Mi Wireless Power Bank 10000 mAh Battery (Blue) [Power Bank NOT Included],4.0,"2,537",332,₹899
MCDODO MC-3951 Mini Magnetic 15W Wireless Fast Charging Power Bank 5000mAh Black,4.7,4,"1,599","₹3,999"
18650 Battery Charging Aluminium Body,3.1,12,359,₹599
"Callmate 20000mAh Power Bank, 23W Fast Charging with Type C PD (Input & Output)| Metal Body, 4 Output Ports and 2 Input | Digital Display (23 W, Quick Charger, Power Delivery) (Blue)",2.6,25,"1,138.","₹2,999"
Velocity 10000mAh Wireless Power Bank |Two-Way Fast Charging | 22.5W Fast Charging Through Wire |15W Wireless Charging| for iPhone 12 and Above and Samsung S Series Phones (White),4.0,1,"1,999","₹4,999"
"Portronics Power PRO 10K 10000 mAh,10w Slim Power Bank with Dual USB Output Port for iPhone, Anrdoid & Other Devices.(Black)",3.7,"2,123",799,"₹1,999"
AMYTEL Portable Capsule Power Banks 5000mAh Backup Battery Charger Built-in LIGHTINING Type-C Cable,3.0,1,999,"₹1,999"
"Solar Power Bank, 10000mAh, 15W Fast Charging, Solar Panel, 4-in-1 Cables, 4 Output Ports, 3 Input, Digital Display, LED Torch, for iPhone, Smartphones (Black,White Lithium Polymer)",3.2,7,"1,851","₹3,999"
"Loony 10000mAh Magnetic Wireless Power Bank (2in1 Charge with USB-C Cable + Wireless) with Step Stand for Smartphones (iPhone,Samsung)/ Earphones (Airpod), iOS/Android Devices-(White)",3.2,48,999,"₹5,999"
ROBOMALLS Dual USB 5V 1A 2.1A Power Bank Charging Module Circuit Board with Digital Display (pack of 1),3.4,4,325,₹499
LAPCARE Bolt I 10000mAh Powerbank | 22W PD Fast Charging | Transparent Design | LED Indicator | Type C & Dual USB Ports | Dynamic Display |Smart Chip Protection | Low Power Consumption Made in India,4.2,37,999,"₹2,799"
LAPCARE Bolt Pro 20000Mah Transparent Power Bank | 22watt Type-C PD Fast Charging | Dual USB QC Port | Led Display | Multi Circuit Protection | Made in India,4.0,259,"1,249","₹4,899"
"Ambrane 10000mAh Slim & Compact Powerbank, 22.5W Fast Charging, USB & Type C Output, Power Delivery, Quick Charge for iPhone, Android & Other Devices, Made in India + Type C Cable (Stylo 10, Black)",3.9,"31,469",999,"₹1,799"
"Stuffcool Snap 5000mAh Super Compact Type C Power Bank with 20W PD PPS Output, Charges iPhone 15, Pixel 6/7 50% in 30 mins, Compatible with Samsung Type C Phones, Tablets",3.5,206,"1,099","₹2,999"
"pTron Dynamo Ultra 20000mAh Power Bank, 22.5W Superfast Charging, Compact Size, Type-C/PD 20W Fast Charging, Supports VOOC/Wrap/Dash/Quick Charge Protocols, 3 Output Ports, Type-C Input/Output (Black)",4.6,"1,273","1,899","₹5,999"
"pTron Dynamo Nergy 10000mAh 22.5W Fast Charging Power Bank, 20W PD Fast Charging, Supports Xiamo, Redmi, Samsung, iPhone, Oneplus, Oppo, 3 Outputs & 1 Input & Multiple Layers of Protection (Blue)",4.2,166,899,"₹2,599"
"Belkin Boost Charge Pro 5000 mAh Qi2 Magnetic Power Bank | iPhone 16, 15, 14, 13 | Black",4.2,51,"4,999","₹8,999"
MCDODO Mini Magnetic 15W Wireless Fast Charging Power Bank 5000mAh Blue,4.7,4,"1,699","₹3,999"
"URBN 10000 mAh Nano Slim Power Bank | 22.5W Fast Charging | Type C PD (Input& Output) | Made in India | Two Way Fast Charge | for iPhone, Android & More (Black)",4.1,"6,118","1,400.","₹2,999"
Candytech PB3C1 5K Mah 22.5W PDQC Compact Powerbank Fast Charging Powerbank …,4.0,1,672,"₹1,499"
"Qubo MagZap X1 Power Bank from Hero Group 5000mAh Magnetic Magsafe Wireless, 15W Wireless/20W Wired Output, USB Type C, Supports iPhone 12 & Above, Metal Ring Included for Android (Black)",3.3,196,"1,499","₹4,490"
"Portronics Luxcell B12 10,000mAh Ultra Slim Power Bank with USB-A Output Port & Type C Input Port |12W Output |4-Layer Circuit Protection |BIS Certified |Type C Cable Included | Made in India(Yellow)",3.6,83,618,"₹1,499"
SEVENAIRE P130 2-in-1 Mag-Safe Power Bank 10000mAh with Apple Watch Charging | 22.5W Fast Charging | Charges iPhone 50% in 30 mins via Built-in Type C Cable| Magnetic Power Bank for iPhone 12 & Above,3.9,24,"3,999","₹6,999"
"Portronics Luxcell 10K 10000 mAh Designer Power Bank with 22.5W Max Output, LED Indicator, Mach USB-A Output, Type C PD Output, Type C Input, Wake Up Button(Ivory White)",3.9,442,999,"₹1,999"
"EVM EnMag Pro 10000mAh Mag-Safe Powerbank - Fast Charging with Magnetic Foldable Stand Compatible with iOS and Qi Devices Type-C Input/Output, 15W Wireless Output - 2 Years Warranty (EVM-P0308-White)",3.7,18,"2,199","₹4,999"
"ERZA High Capacity Hongli Lithium Ion 1200mAH Rechargeable Original Power Ultra Boost High Capacity Cell Batteries, LED, Bluetooth Speaker, Laptops, Power Bank and Torch Etc, 3.7V, Pack of 6",3.5,2,299,₹49.83
Amazon Basics 10000mAh Li-Polymer Wireless Power Bank | Two-Way Fast Charging | 22.5W Fast Charging Through Wire |15W Wireless Charging| for iPhone 12 and above and Samsung S Series phones (Black),3.0,467,"2,359","₹2,999"
"Anker Nano Power Bank, 10,000mAh Portable Charger with Built-In USB-C Cable, PD 30W Output with 1 USB-C, 1 USB-A, Fast Charging Battery Pack for iPhone 16/15/14 Series, Galaxy, iPad, and More - Purple",4.5,193,"3,499","₹7,999"
Portronics Luxcell Wireless Mini 10k 10000mAh 15W Magnetic Wireless Fast Charging Smallest Power Bank with 22.5 Wired Output Compatible with iPhone 12 & Above & Other QI Enabled Devices(Yellow),3.9,"1,724","1,398","₹3,999"
"Lifelong AMPCHARGE 20000 mAh 22.5 W Compact Pocket Size Power Bank with 4 Input/Output Port (Light Blue, Lithium Polymer, Fast Charging, Quick Charge 3.0 for Mobile, Earbuds, Smartwatch, Speaker)",4.3,5,"1,899","₹2,999"
"Lifelong 10000mAh MagSafe Power Bank | Slim, Pocket-Sized Wireless Charger with 22.5W Fast Charging and Quick Charge 3.0. Portable and Compatible with Earbuds, mobiles, smartwatches",3.7,12,"2,199","₹3,999"
Lava PB11 | 10000mAh | 12W Power Bank | Dual USB Charging Ports | 2 Input Ports Type-C & Micro USB | Made in India | Multiple Layers of Protection & BIS Certified | (Black),4.0,2,748.,"₹1,599"
"Belkin 5000 mAh Magnetic MagSafe Wireless Power Bank with Stand, Sleek Design for iPhone 15, 14, 13 and 12 Series, Compatible with MagSafe Covers – Purple",3.6,"2,073","3,489","₹8,999"
"SEVENAIRE P100 Magnetic Magsafe Power Bank 10000mAh [Magsafe Compatible] [15W Fast Charge] Magnetic Wireless Power Bank for iPhone 12 & Above, [22.5W Wired], Type C PD Input/Output (Black)",4.0,56,"3,299","₹7,999"
"LAPCARE Ginne-I 10000mAh Power Bank, Slim & Compact (Pocket & Travel-Friendly) 22.5W Fast Charging QC USB & PD Type C Output, Compatible with iPhone, Android & Other Devices",4.7,5,678.,"₹3,999"
"Lifelong Chargemate Nano Magsafe Power Bank-10000mAh, 22.5W Fast Charge, Wireless, Quick Charge 3.0, Portable Power Bank Compatible with Earbuds, Mobiles, Speakers Smartwatches, & Tablets (LLPVBM20)",3.1,12,"2,203","₹3,999"
T Teclusive 3 in 1 Magnetic Wireless Charging Power Bank 10000mAh Compatible for iPhone iWatch Airpod | 20W Fast Wireless Charging Powerbank with Type C Port Compatible for Multi Apple Devices (Black),3.8,5,"3,499","₹7,999"
"URBN 10000 mAh 15W Li-Polymer Premium Black Edition Wireless Power Bank | 22.5W Fast Charging | Type C Power Delivery (1 Input, 3 Output) | Made in India| Free Type C Cable (Black)",3.1,"1,762","1,799","₹3,990"
Fire Beat AI 20000mAh Slimmest Power Bank AI Powered Charging with 2 Years Warranty 22.5W Super Fast Charging (Make in India),4.1,44,"1,997","₹3,999"
LAPCARE Blaze Pro 20000mAh Powerbank | 22.5w PD Fast Charging | Lite Waight | Dual in - Out Port (Type-C + Dual USB) | Smart Chip Protection for iPhone and Android Devices | Made in India,3.8,42,979,"₹2,199"
"Belkin 20000 mAh Lithium-ion Power Bank, Premium White Edition | Type C PD Input & Output | Tripple Output | 2-Year $2500 CEW",4.1,"2,791","3,699","₹6,999"
"pTron Dynamo Surge 20000mAh 22.5W Fast Charging Power Bank, Supports VOOC/Wrap/Dash USB Charging, 20W PD Fast Charging, 3 Outputs, 1 Input & Multiple Layers of Protection (Blue)",4.1,545,"1,399","₹3,999"
"pTron Dynamo Arc 10000mAh 22.5W USB Fast Charging Nano Magnetic Power Bank, 15W Magnetic Wireless Charging, 20W PD/Type C Fast Charging, 3 Outputs/1 Input & Multiple Layers of Protection (Black)",3.8,"8,571","1,399","₹4,899"
"E GATE 117-BW Wirelesss 10000mAh Powerbank | Fast Charging | Output - 22.5 Wired, 15W Wireless | QC+PD | Strong Magnetic Hold | Inbuilt Stand | LED Display | Made in India (White)",4.9,24,990,"₹3,000"
Portronics Luxcell Wireless Mini 10k 10000mAh 15W Magnetic Wireless Fast Charging Smallest Power Bank with 22.5 Wired Output Compatible with iPhone 12 & Above & Other QI Enabled Devices(Yellow),3.9,"1,724","1,398","₹3,999"
"pTron Dynamo Electra 10000mAh 22.5W Nano Power Bank, Compact Size Fast Charging, Supports VOOC/Wrap/Dash USB Charging, 20W PD Fast Charging, Built-in Cables, 3 Output Ports & BIS Certified (Black)",4.6,"1,273","1,599","₹3,799"
"Belkin 10000 mAh PD 3.0 Slim Fast Charging Power Bank with 1 USB-C and 2 USB-A Ports to Charge 3 Devices Simultaneously, for iPhones, Android Phones, Smart Watches & More - Blue",4.1,"4,525","1,489","₹3,499"
"Solar Charger Power Bank 20000mAh, Portable Solar Pone Charger with Compass,Carabiner, Whistle,Flashlights,Solar Panel Charger,Camping Gear Accessory (Blue)",4.1,880,"4,999","₹9,999"
"Portronics Power Brick II 10000 mAh,2.4A 12w Slim Power Bank with Dual USB Output Port for iPhone, Anrdoid & Other Devices.(Black)",3.5,831,999,"₹1,999"
Vismac Transparent 10000mAh Power Bank 22.5W Fast Power Delivery Charging/Input- 1 Type - C / 2 Type - B | 4 Mode Emergency Led Light with Digital Display (Yellow)…,4.7,5,899,"₹2,140"
Multi Purpose Smart Power Bank 10000mAh | Wireless Speaker |100w Super Fast Charging | 3 Pin Triple Wired Output | LED Screen | Smart Watch | GPS Tracker | (Black),3.2,5,"2,754","₹4,500"
"pTron Dynamo Z 10000mAh 22.5W Power Bank, 20W PD Fast Charging Supports Xiamo, Redmi, Samsung, iPhone, Oneplus, Oppo, 3 Output & 2 Input Ports & Multiple Layers of Protection (Jet Black)",1.4,3,999,"₹2,899"
"ZEBRONICS MW64 Compact Power Bank, 10000 mAh, Rapid Charge, 22.5W Output, Outputs - Type C Cable | Type C Port | Lightning Port, Percentage Indicator, Made in India (White)",3.2,579,"1,499","₹2,999"
Fire Beat 20000mAh Power Bank AI Powered Charging with 2 Years Warranty 22.5W Super Fast Charging (Make in India),3.9,13,"1,992","₹3,999"
